Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,customer_key,travel_key,flight_key,date_key,airline_Key
0,5,0,5,2,0,2,2,3,4,5,3,5,2,0,5.0,satisfied,105,2,2085,438,5
1,1,1,1,4,3,4,4,4,5,4,5,4,3,54,46.0,satisfied,36,2,3648,343,4
2,4,4,4,2,2,2,2,3,2,3,2,3,2,0,0.0,neutral or dissatisfied,13,2,2779,367,3
3,5,3,4,4,3,4,4,3,4,5,3,5,4,0,22.0,neutral or dissatisfied,142,3,3414,465,4
3,1,3,3,5,3,5,5,3,4,4,3,3,5,0,0.0,neutral or dissatisfied,150,3,3059,199,3
2,3,3,3,3,4,3,2,2,2,2,2,2,4,21,18.0,neutral or dissatisfied,193,2,3461,500,2
3,4,4,1,4,1,1,3,2,2,3,1,5,1,110,157.0,neutral or dissatisfied,31,3,1058,16,4
2,5,2,1,3,2,5,3,4,5,5,4,5,3,32,17.0,neutral or dissatisfied,119,3,39,296,6
1,1,1,3,3,1,5,3,3,5,5,5,5,3,40,130.0,neutral or dissatisfied,22,4,1603,511,2
4,5,5,5,4,2,3,4,4,4,4,3,4,2,24,31.0,neutral or dissatisfied,8,2,2257,239,4
1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,0.0,satisfied,42,2,830,581,6
5,5,5,3,4,5,4,4,4,2,3,3,5,4,7,0.0,satisfied,39,4,856,301,3
3,3,3,4,2,3,3,2,4,3,2,4,3,2,0,7.0,neutral or dissatisfied,82,3,3224,6,6
5,5,2,5,5,4,4,4,4,5,4,4,4,4,0,0.0,satisfied,40,2,2947,220,6
5,5,5,5,5,5,4,5,5,5,5,4,5,5,19,6.0,satisfied,65,2,3437,453,2
3,2,3,4,4,3,4,4,1,1,4,1,4,4,35,29.0,neutral or dissatisfied,39,4,3271,433,5
3,4,3,1,4,5,4,2,2,3,2,5,2,3,0,3.0,neutral or dissatisfied,100,3,2649,386,4
5,1,1,1,5,4,5,5,5,5,5,1,5,3,0,0.0,satisfied,57,4,2808,619,3
2,3,3,3,2,2,2,2,2,5,2,4,3,2,1,8.0,neutral or dissatisfied,27,2,1859,295,3
3,3,3,3,1,3,1,1,2,4,4,2,3,1,27,19.0,neutral or dissatisfied,173,2,1103,118,1
1,4,0,5,3,4,5,4,4,0,4,5,4,5,7,4.0,neutral or dissatisfied,61,3,1501,405,3
2,1,2,2,4,1,1,1,1,2,1,3,1,2,26,26.0,neutral or dissatisfied,61,3,2482,680,3
2,2,2,2,2,4,5,5,5,5,5,4,5,5,1,0.0,satisfied,21,2,1821,594,4
3,4,3,3,5,3,5,5,3,3,5,4,4,5,0,0.0,neutral or dissatisfied,58,3,842,566,2
3,4,4,3,4,4,4,2,1,3,5,4,1,4,64,92.0,neutral or dissatisfied,129,3,2080,12,6
1,4,2,4,5,2,5,5,3,3,4,5,4,5,10,0.0,neutral or dissatisfied,46,3,3159,209,4
4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,0.0,satisfied,75,2,3623,165,4
3,0,3,3,4,3,4,4,1,2,3,2,4,4,96,92.0,neutral or dissatisfied,234,4,2441,294,5
2,5,2,1,4,2,4,4,4,2,5,5,4,4,2,0.0,neutral or dissatisfied,99,3,3685,519,6
3,5,4,5,4,2,3,3,3,2,3,1,3,1,16,0.0,neutral or dissatisfied,93,2,3316,78,5
5,5,5,5,1,3,2,5,5,5,5,1,5,3,31,10.0,satisfied,38,2,1256,434,4
4,4,4,4,1,2,3,4,4,4,4,3,4,1,14,8.0,neutral or dissatisfied,65,2,2958,577,5
4,4,4,4,2,4,3,4,4,4,4,1,4,3,0,0.0,satisfied,104,5,3652,614,1
2,2,2,2,3,5,5,5,5,4,5,5,5,4,0,6.0,satisfied,35,2,2240,683,3
3,4,4,4,3,3,3,3,3,4,4,3,4,3,0,0.0,neutral or dissatisfied,8,4,1940,77,6
3,1,1,1,3,3,3,3,3,2,3,3,3,1,0,0.0,neutral or dissatisfied,117,2,3612,48,4
4,4,4,2,4,5,4,3,4,4,4,4,5,4,137,105.0,satisfied,182,4,270,82,2
2,2,2,3,5,2,5,5,2,4,3,2,3,5,0,0.0,neutral or dissatisfied,122,3,2786,721,5
3,2,3,4,4,3,4,4,3,4,4,2,4,4,1,0.0,neutral or dissatisfied,103,3,2125,209,1
1,1,1,1,5,5,5,5,2,1,1,4,2,5,100,93.0,satisfied,137,2,735,445,5
4,3,3,3,4,3,4,4,4,1,4,3,4,4,0,0.0,neutral or dissatisfied,137,2,884,596,1
1,1,1,1,4,4,4,4,5,4,4,5,5,4,0,0.0,satisfied,137,2,3239,522,6
2,5,2,3,5,2,5,5,3,2,5,4,5,5,0,2.0,neutral or dissatisfied,137,3,2332,29,1
0,4,1,1,4,5,4,1,1,1,1,5,1,5,72,61.0,satisfied,116,6,3776,304,6
2,5,5,5,2,2,2,2,1,4,2,3,1,2,0,0.0,satisfied,73,4,1113,465,6
2,2,2,2,4,4,4,4,3,5,5,2,2,4,0,0.0,satisfied,28,2,2592,502,1
4,4,4,4,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,107,2,649,446,4
0,0,0,3,2,5,4,3,3,3,3,3,3,4,1,0.0,satisfied,159,2,1180,628,3
5,5,5,5,2,4,4,4,4,4,4,3,4,5,84,67.0,satisfied,6,2,2298,490,4
2,1,2,3,1,2,4,1,3,5,2,3,3,1,3,15.0,neutral or dissatisfied,32,4,2143,428,3
2,2,2,2,3,2,3,3,4,2,4,5,5,3,0,0.0,neutral or dissatisfied,71,4,17,559,2
1,1,1,1,3,1,1,4,4,4,4,2,4,2,0,0.0,satisfied,8,2,117,359,5
4,5,3,3,4,3,4,4,4,4,5,4,4,4,2,0.0,satisfied,119,3,983,91,4
4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,33,2,2381,53,5
1,1,1,1,2,5,4,5,5,5,5,4,5,3,15,38.0,satisfied,153,2,1847,730,6
5,5,5,5,4,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,93,2,1546,589,5
5,4,5,4,5,5,5,5,4,1,3,2,3,5,0,0.0,satisfied,59,3,3152,204,6
2,5,4,5,5,4,4,2,2,2,2,3,2,2,0,7.0,neutral or dissatisfied,118,2,2694,556,6
5,5,5,5,1,5,4,4,4,4,4,1,4,2,0,9.0,satisfied,97,2,3504,156,2
3,3,3,5,4,3,4,4,4,2,2,1,1,4,32,28.0,neutral or dissatisfied,217,4,3275,2,5
3,3,3,3,3,3,3,3,2,3,4,2,3,3,0,11.0,neutral or dissatisfied,228,4,2164,357,3
4,4,4,3,1,4,1,1,4,4,3,2,3,1,56,34.0,neutral or dissatisfied,84,4,963,569,4
0,0,1,4,2,1,3,2,3,2,4,3,4,2,0,0.0,satisfied,182,2,3292,58,2
1,1,1,1,5,5,5,5,5,5,5,5,5,3,0,0.0,satisfied,6,2,1277,254,6
3,5,4,3,2,5,4,3,3,4,3,3,3,5,82,74.0,neutral or dissatisfied,49,3,3241,180,6
1,2,1,2,1,1,1,1,1,2,3,2,2,1,0,0.0,neutral or dissatisfied,185,4,847,493,3
3,3,3,3,3,4,4,5,5,4,5,5,5,5,52,37.0,satisfied,61,2,2364,669,6
3,4,3,4,4,3,4,4,4,4,3,1,4,4,1,0.0,neutral or dissatisfied,114,3,3789,35,3
4,2,2,2,5,5,1,4,4,4,4,4,4,5,127,111.0,satisfied,36,4,2858,75,6
3,0,3,2,2,3,2,2,5,2,5,4,5,2,0,0.0,neutral or dissatisfied,88,2,372,289,6
2,5,2,3,4,2,4,4,5,2,5,4,5,4,0,0.0,neutral or dissatisfied,119,3,2808,371,2
3,3,3,4,4,3,4,1,1,3,2,3,1,1,39,34.0,neutral or dissatisfied,149,3,2925,587,2
5,5,5,1,2,5,2,2,3,5,4,5,4,2,81,70.0,satisfied,184,3,3025,329,5
3,3,2,3,3,3,3,3,1,4,4,4,3,3,2,0.0,neutral or dissatisfied,113,4,1607,590,1
3,4,4,4,3,3,3,3,3,4,4,4,4,3,0,0.0,neutral or dissatisfied,141,4,156,304,6
3,5,3,5,3,3,3,3,3,2,5,3,5,3,0,0.0,neutral or dissatisfied,43,3,2662,579,3
3,2,4,3,1,4,1,1,4,2,4,2,3,1,5,0.0,neutral or dissatisfied,72,3,3085,221,6
1,5,1,3,3,1,3,3,5,3,5,4,4,3,0,0.0,neutral or dissatisfied,187,3,2556,164,3
3,5,3,3,5,3,5,5,4,4,5,3,5,5,0,0.0,neutral or dissatisfied,117,3,465,480,1
0,3,0,5,5,1,1,5,4,2,4,4,3,5,25,14.0,satisfied,99,2,783,455,3
2,2,2,2,2,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,141,2,804,375,6
1,2,1,4,1,2,3,4,4,4,4,3,2,3,7,14.0,neutral or dissatisfied,120,3,220,220,4
2,1,3,2,2,2,3,4,4,3,1,3,4,2,37,55.0,neutral or dissatisfied,75,3,2063,684,5
2,2,2,2,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied,145,2,1774,254,5
4,3,4,3,5,3,4,2,2,4,4,1,2,2,0,0.0,neutral or dissatisfied,149,3,117,722,4
2,4,2,3,4,4,4,4,4,2,4,1,4,2,0,0.0,neutral or dissatisfied,57,1,2379,188,1
0,0,0,3,3,2,3,1,1,1,1,2,1,4,0,0.0,satisfied,156,2,2104,191,2
2,4,2,2,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,145,2,1375,389,3
5,5,5,3,3,5,3,3,4,5,5,4,4,3,0,0.0,satisfied,22,4,3204,215,3
4,1,1,1,2,2,3,3,3,4,3,5,3,2,2,8.0,satisfied,104,4,2019,375,2
3,2,2,2,4,3,2,3,3,3,3,1,3,1,7,9.0,neutral or dissatisfied,41,4,3298,86,2
3,3,3,3,5,5,4,5,5,5,5,4,5,5,4,5.0,satisfied,64,2,308,474,1
4,4,4,4,1,3,2,5,5,5,5,2,5,4,94,88.0,satisfied,110,2,3547,618,6
3,3,3,3,1,3,1,1,3,1,4,1,3,1,0,11.0,neutral or dissatisfied,18,3,222,531,3
2,1,1,1,2,2,2,2,2,2,3,1,3,2,0,0.0,neutral or dissatisfied,4,2,1197,47,2
1,5,5,5,1,2,1,1,1,2,3,2,4,1,0,0.0,neutral or dissatisfied,24,4,3412,65,3
4,4,4,4,4,5,5,4,4,4,4,3,4,5,0,33.0,satisfied,45,2,797,475,6
1,1,1,1,4,4,4,4,4,4,1,1,3,4,0,0.0,satisfied,13,2,1530,146,4
2,3,2,2,5,2,5,5,4,2,4,3,3,5,0,0.0,neutral or dissatisfied,154,1,3229,382,6
4,4,5,4,5,2,4,3,3,4,3,4,3,3,51,42.0,satisfied,7,2,151,66,2
2,2,2,4,1,2,1,1,3,1,4,1,3,1,11,15.0,neutral or dissatisfied,2,4,1721,517,1
1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,41,2,3250,93,1
1,4,4,4,3,4,3,1,1,1,1,3,1,1,0,2.0,neutral or dissatisfied,78,2,1557,426,6
2,3,1,3,2,2,2,2,3,3,4,3,4,2,10,16.0,neutral or dissatisfied,69,2,112,468,3
4,4,4,4,2,4,4,5,5,4,5,3,5,4,0,0.0,satisfied,23,2,683,94,3
2,5,2,4,5,2,5,5,2,2,1,3,4,5,0,0.0,neutral or dissatisfied,42,3,1162,618,6
3,5,5,5,3,3,3,3,4,2,4,2,3,3,0,0.0,neutral or dissatisfied,1,2,3305,133,1
1,3,1,2,4,1,4,4,4,3,5,3,2,4,0,14.0,neutral or dissatisfied,88,4,2380,434,3
2,2,2,1,5,2,5,5,3,2,5,4,5,5,0,0.0,neutral or dissatisfied,144,2,1566,341,1
3,4,2,4,3,2,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied,156,3,893,314,5
4,5,2,5,4,4,4,4,4,5,5,3,1,4,0,0.0,satisfied,50,4,1331,591,1
4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,73,2,161,212,6
2,2,3,2,2,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,7,2,1426,520,6
4,3,4,1,1,4,1,1,2,4,1,5,1,1,0,0.0,neutral or dissatisfied,27,3,3662,159,5
3,3,3,4,4,3,4,4,1,3,3,2,4,4,0,0.0,neutral or dissatisfied,74,3,278,268,4
3,3,3,4,5,3,5,5,1,1,4,4,3,5,0,0.0,neutral or dissatisfied,183,2,3392,661,6
2,2,4,3,5,4,5,5,3,2,2,4,3,5,0,11.0,neutral or dissatisfied,30,3,1557,603,4
5,0,5,1,1,5,1,1,4,5,4,3,4,1,0,0.0,satisfied,54,4,2945,474,4
4,4,4,4,5,4,5,5,4,4,5,3,4,5,0,0.0,satisfied,22,4,497,410,2
1,1,1,1,5,5,5,5,3,5,4,5,4,5,0,0.0,satisfied,3,2,3435,474,1
2,2,2,1,1,2,1,1,1,3,2,4,1,1,35,21.0,neutral or dissatisfied,207,4,1396,356,5
3,5,3,1,3,3,3,3,3,4,4,5,4,3,7,4.0,neutral or dissatisfied,106,1,1916,680,5
2,5,2,4,2,5,4,2,2,2,2,5,2,4,23,10.0,neutral or dissatisfied,75,1,655,193,5
5,3,3,3,5,5,5,5,2,2,5,5,3,5,0,1.0,satisfied,62,4,3108,699,6
0,0,0,3,4,0,4,4,1,5,1,2,4,4,0,0.0,satisfied,22,4,303,271,1
1,1,5,1,1,1,1,1,4,3,3,3,3,1,0,0.0,neutral or dissatisfied,40,5,438,114,6
4,5,4,2,2,4,2,2,5,2,2,5,5,2,56,58.0,satisfied,70,4,2774,523,4
4,4,2,4,4,4,4,4,2,1,3,3,4,4,0,0.0,satisfied,137,2,3104,55,2
1,4,0,1,2,0,2,2,3,5,4,3,5,2,5,0.0,neutral or dissatisfied,129,3,186,65,1
3,3,3,3,5,4,5,5,5,5,5,3,5,5,1,15.0,satisfied,21,2,3246,684,6
1,5,5,5,2,3,3,2,2,1,2,3,2,3,2,12.0,neutral or dissatisfied,51,5,1590,272,2
1,1,2,1,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,7,2,673,502,2
4,0,4,5,2,4,2,2,3,4,5,5,5,2,0,0.0,satisfied,146,2,1274,662,2
0,0,0,4,5,0,5,5,3,5,4,4,5,5,21,10.0,satisfied,10,2,1001,362,1
1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0.0,satisfied,127,2,2327,146,4
5,5,5,1,3,5,3,3,3,3,4,4,2,3,0,0.0,satisfied,199,4,683,209,6
0,0,0,3,2,5,2,3,3,3,3,1,3,5,0,0.0,satisfied,23,2,1719,286,4
1,4,4,4,1,2,2,1,1,1,1,3,1,1,0,0.0,neutral or dissatisfied,132,2,3074,10,3
3,1,1,1,3,3,3,3,1,5,1,2,1,3,0,0.0,neutral or dissatisfied,127,4,3266,186,5
1,1,1,4,2,1,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied,8,3,3238,574,5
2,1,2,1,5,2,5,5,4,4,1,2,2,5,0,0.0,neutral or dissatisfied,145,1,3059,597,4
1,1,1,1,5,5,4,5,5,5,5,4,5,5,0,0.0,satisfied,73,2,925,464,5
5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,59,2,3182,134,4
2,3,2,5,5,2,5,5,1,5,2,3,3,5,0,0.0,neutral or dissatisfied,89,3,2428,171,2
5,5,5,5,3,1,4,5,5,5,5,4,5,3,0,0.0,satisfied,100,2,2883,213,6
1,3,1,4,3,1,3,3,2,1,4,4,3,3,3,0.0,neutral or dissatisfied,112,3,999,530,3
4,1,1,1,4,4,4,5,5,3,5,4,3,4,150,154.0,satisfied,30,4,3655,502,5
2,2,2,3,4,2,4,4,5,5,5,3,5,4,22,17.0,neutral or dissatisfied,111,2,3748,572,2
3,4,3,3,3,1,1,5,4,5,5,1,4,1,323,329.0,neutral or dissatisfied,8,6,285,600,5
4,4,4,4,3,5,5,5,5,5,5,4,5,5,0,34.0,satisfied,89,2,421,27,3
2,2,2,2,2,5,5,4,4,4,4,3,4,5,36,35.0,satisfied,74,2,2161,68,1
4,2,2,2,4,4,4,4,2,5,3,1,3,4,0,0.0,neutral or dissatisfied,123,2,3066,408,3
3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,10.0,satisfied,20,2,2276,552,2
3,3,3,3,5,5,5,2,2,3,2,5,2,4,16,0.0,satisfied,60,2,1495,109,3
2,2,2,2,4,4,4,5,5,5,5,5,5,5,76,86.0,satisfied,41,2,528,74,2
3,3,3,3,4,5,4,4,2,5,4,1,1,4,108,91.0,satisfied,90,2,2544,578,3
4,5,4,3,2,4,2,2,5,3,5,3,4,2,1,0.0,neutral or dissatisfied,91,3,31,680,5
1,1,1,4,3,1,3,3,1,4,3,1,4,3,69,53.0,neutral or dissatisfied,188,4,162,262,6
5,2,2,2,4,5,4,4,2,2,3,4,4,4,0,0.0,satisfied,59,4,1842,368,3
4,2,4,4,3,3,4,1,1,4,1,3,1,4,0,0.0,satisfied,21,3,705,237,3
2,5,5,5,2,2,2,2,1,5,4,4,3,2,5,4.0,neutral or dissatisfied,47,2,722,727,4
2,5,2,3,5,4,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied,36,3,1402,366,3
3,3,4,3,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied,35,2,446,286,5
3,1,3,2,4,3,4,4,3,3,2,4,2,4,0,0.0,neutral or dissatisfied,10,2,2792,378,2
4,4,4,4,2,2,2,3,3,4,3,1,3,2,0,0.0,satisfied,24,2,427,661,1
4,5,5,3,5,5,5,5,3,2,4,3,5,5,0,3.0,satisfied,72,3,3768,376,1
2,5,2,1,5,4,4,5,5,2,5,4,5,5,13,11.0,neutral or dissatisfied,100,3,2552,619,1
2,5,2,1,4,2,4,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied,8,3,1551,653,1
4,4,1,4,4,3,4,5,5,5,5,3,5,4,0,2.0,satisfied,59,2,1968,76,6
2,2,2,2,2,5,5,1,3,2,3,5,3,5,27,54.0,neutral or dissatisfied,44,3,721,9,2
0,0,0,5,2,2,2,2,4,3,2,2,2,2,0,0.0,satisfied,101,2,2732,196,6
4,4,4,2,2,4,2,2,3,2,4,3,5,2,0,0.0,neutral or dissatisfied,17,3,1802,630,2
5,2,5,5,4,5,4,4,5,4,5,4,5,4,0,6.0,satisfied,105,4,3604,290,1
3,3,3,3,3,3,3,3,2,5,4,1,4,3,65,54.0,neutral or dissatisfied,19,2,2630,61,3
4,4,4,4,5,1,4,4,4,4,4,1,4,4,15,15.0,satisfied,50,2,3592,389,3
4,4,4,3,5,4,5,5,2,4,5,3,5,5,0,10.0,neutral or dissatisfied,169,6,1965,563,6
4,0,4,3,3,4,3,3,4,2,4,5,4,3,0,0.0,satisfied,39,2,1058,564,4
1,2,1,1,4,4,4,4,3,2,1,1,4,4,0,0.0,satisfied,62,2,2045,634,2
2,1,2,3,1,4,4,4,4,2,4,2,4,4,0,0.0,neutral or dissatisfied,186,3,736,679,4
1,4,1,2,4,1,3,4,5,4,4,5,5,4,0,0.0,neutral or dissatisfied,29,4,2739,8,5
3,4,3,4,3,3,3,3,3,2,4,3,5,3,0,0.0,neutral or dissatisfied,15,3,758,369,2
5,5,5,3,2,5,2,2,5,3,4,3,5,2,0,0.0,satisfied,39,2,3562,45,1
2,2,3,4,3,3,3,3,3,1,4,1,3,3,100,116.0,neutral or dissatisfied,72,3,1796,344,1
1,3,1,1,5,4,1,4,4,4,4,4,4,2,19,7.0,satisfied,73,2,1644,375,4
3,2,3,3,3,3,3,4,4,3,4,2,4,1,0,0.0,neutral or dissatisfied,61,3,754,619,2
3,1,3,2,2,3,1,2,4,2,3,3,2,2,0,0.0,neutral or dissatisfied,13,3,3495,27,3
2,4,2,3,5,2,5,5,4,3,4,4,4,5,0,0.0,neutral or dissatisfied,8,3,3540,193,2
2,2,2,2,5,5,5,5,3,2,5,1,3,5,0,0.0,satisfied,13,2,24,357,4
3,3,3,3,5,4,5,5,3,4,5,3,5,5,0,0.0,satisfied,3,2,1240,62,4
3,1,1,1,5,3,3,3,3,2,3,2,3,3,0,1.0,neutral or dissatisfied,60,2,55,62,6
5,5,5,5,2,5,5,4,4,4,5,5,4,3,0,0.0,satisfied,33,2,3098,422,6
5,5,3,5,1,1,5,5,5,5,5,2,5,2,0,0.0,satisfied,73,2,1305,633,1
2,2,2,2,4,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,104,2,2852,551,1
3,3,3,3,3,5,2,4,1,3,3,2,4,2,91,76.0,neutral or dissatisfied,198,4,2375,380,5
1,1,1,4,5,1,2,5,4,3,4,3,4,5,13,0.0,neutral or dissatisfied,226,2,970,277,4
2,5,2,5,2,2,2,2,3,4,5,3,5,2,3,4.0,neutral or dissatisfied,99,3,2234,606,5
1,4,4,4,4,3,4,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied,102,2,2543,431,5
2,2,2,4,3,2,3,3,5,2,4,4,4,3,0,0.0,neutral or dissatisfied,194,4,3084,115,1
2,4,2,1,2,2,2,2,5,5,4,4,5,2,0,0.0,neutral or dissatisfied,142,3,3713,688,3
2,3,2,3,3,2,3,3,4,4,3,4,2,3,0,0.0,neutral or dissatisfied,140,3,434,121,1
4,1,5,5,4,4,4,2,2,4,1,4,4,4,175,175.0,satisfied,50,4,208,525,2
3,2,3,3,4,3,5,4,2,1,3,3,4,4,0,0.0,neutral or dissatisfied,85,4,133,416,3
4,4,4,2,1,4,1,1,1,3,4,5,3,1,14,0.0,neutral or dissatisfied,111,4,1363,163,6
4,4,2,4,4,4,4,2,2,1,5,4,5,4,147,163.0,satisfied,16,4,1220,688,4
4,2,2,2,4,4,4,4,3,5,4,3,1,4,0,0.0,satisfied,89,4,1286,337,3
1,1,1,1,1,2,1,4,4,4,3,1,4,1,0,0.0,satisfied,64,2,1306,379,4
2,2,2,2,3,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,107,2,369,324,4
5,5,5,3,2,5,2,2,3,5,5,3,5,2,9,15.0,satisfied,213,2,3175,173,5
4,2,2,2,4,4,4,4,5,2,3,5,4,4,56,52.0,satisfied,89,4,3704,64,2
4,5,4,3,3,4,3,3,5,3,5,3,5,3,0,0.0,satisfied,22,2,1207,101,1
3,4,5,1,5,4,5,5,5,5,5,4,5,3,36,20.0,neutral or dissatisfied,21,3,2471,322,5
1,1,4,1,5,4,4,4,4,4,4,5,4,4,25,57.0,satisfied,100,2,3081,66,5
0,0,0,2,2,5,5,2,2,2,2,5,2,4,0,0.0,satisfied,7,2,3629,557,2
2,2,2,3,2,3,3,3,3,2,3,2,3,2,0,0.0,neutral or dissatisfied,149,3,2292,599,1
0,4,1,1,1,1,1,1,3,2,3,5,5,1,14,12.0,satisfied,126,3,782,458,5
2,2,1,3,5,1,5,5,3,4,4,1,4,5,0,0.0,neutral or dissatisfied,160,4,2672,579,3
5,5,5,5,4,1,4,3,3,4,3,4,3,3,0,0.0,satisfied,41,2,567,453,1
4,2,1,1,4,4,4,4,2,4,3,2,3,4,0,0.0,neutral or dissatisfied,12,4,3465,259,2
3,3,3,3,2,3,2,2,4,3,3,4,4,2,0,20.0,neutral or dissatisfied,54,4,527,717,3
5,1,5,3,2,5,2,2,4,1,1,1,3,2,0,0.0,satisfied,73,3,37,426,3
3,5,3,4,3,3,3,3,1,3,2,5,2,3,0,0.0,neutral or dissatisfied,11,3,178,178,5
3,3,3,3,4,3,1,4,4,4,4,1,4,3,0,0.0,satisfied,116,2,639,280,2
4,3,4,1,4,5,2,3,3,4,3,5,3,5,0,0.0,satisfied,76,3,3701,344,2
4,1,1,1,3,4,3,3,5,3,2,2,5,3,0,0.0,satisfied,73,4,2900,17,5
0,4,0,1,5,5,5,1,4,3,2,5,1,5,281,287.0,satisfied,13,2,72,296,6
2,4,2,2,3,5,4,5,5,5,5,5,5,5,0,9.0,satisfied,97,2,2400,202,1
3,2,3,3,4,3,4,4,3,4,4,1,4,4,0,0.0,neutral or dissatisfied,204,4,2671,684,4
4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,0.0,satisfied,36,2,1173,194,5
2,4,2,1,2,2,2,2,3,3,5,4,4,2,0,0.0,neutral or dissatisfied,69,3,1721,149,3
3,3,3,3,3,3,3,3,2,4,3,4,3,3,0,0.0,neutral or dissatisfied,144,4,105,375,4
4,4,4,4,4,4,4,4,5,4,4,5,3,4,0,0.0,satisfied,60,4,1683,35,1
2,4,2,4,4,2,2,4,5,5,4,3,5,4,0,0.0,neutral or dissatisfied,166,3,221,369,6
2,5,3,3,2,2,2,1,3,2,2,2,4,2,189,184.0,neutral or dissatisfied,83,5,1850,29,1
4,4,4,4,5,5,4,5,5,5,5,3,5,5,0,1.0,satisfied,52,2,863,221,6
5,4,4,4,5,5,5,5,2,1,5,4,4,5,130,121.0,satisfied,50,5,3446,53,1
4,5,4,3,2,5,4,5,5,4,5,3,5,3,0,0.0,neutral or dissatisfied,20,3,2566,353,4
1,1,1,1,1,1,3,5,5,5,5,3,5,3,18,5.0,satisfied,145,2,3332,392,5
1,5,1,4,1,1,3,1,3,2,4,3,5,1,0,2.0,neutral or dissatisfied,116,3,299,76,6
1,1,1,3,3,1,5,3,3,1,3,1,4,3,7,0.0,neutral or dissatisfied,77,3,2909,494,2
3,4,4,4,1,4,1,1,4,2,1,1,2,1,0,0.0,neutral or dissatisfied,214,3,42,688,5
3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,7.0,satisfied,61,2,771,522,5
4,4,4,1,2,4,2,2,3,2,4,3,5,2,6,1.0,neutral or dissatisfied,164,2,2945,117,4
3,0,3,2,5,3,2,5,2,2,2,1,4,5,0,0.0,neutral or dissatisfied,144,4,2540,280,3
1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,78,2,1463,730,4
2,1,2,4,3,4,4,2,2,2,5,4,2,3,0,0.0,neutral or dissatisfied,109,3,3119,175,3
3,2,3,3,2,3,2,2,2,1,4,4,3,2,0,0.0,neutral or dissatisfied,6,3,2133,295,4
4,4,3,4,2,1,4,5,5,5,5,5,5,5,0,0.0,satisfied,59,2,1710,451,3
3,2,3,3,4,3,4,4,4,3,3,4,4,4,8,6.0,neutral or dissatisfied,58,1,3130,518,2
1,2,2,2,1,1,1,1,4,2,2,1,3,1,0,1.0,neutral or dissatisfied,64,4,991,21,6
3,2,4,3,4,3,3,1,2,4,3,3,4,3,4,0.0,neutral or dissatisfied,166,3,711,73,2
3,3,3,1,2,3,5,2,4,2,5,4,4,2,0,0.0,neutral or dissatisfied,259,2,209,36,1
2,2,2,2,5,5,4,2,2,2,2,3,2,4,0,0.0,satisfied,23,2,1272,507,1
1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,100,2,1235,233,3
5,2,2,2,5,5,5,5,3,1,5,1,3,5,7,0.0,satisfied,65,4,39,728,5
5,5,3,5,5,5,5,5,1,2,1,1,1,5,0,0.0,satisfied,3,2,1276,497,1
4,3,3,3,4,4,4,4,4,4,2,4,2,4,55,59.0,satisfied,26,4,3715,206,4
3,5,5,5,3,3,3,3,2,4,1,3,2,3,5,0.0,neutral or dissatisfied,119,2,2974,426,2
2,5,5,5,2,2,2,2,4,3,4,1,3,2,0,0.0,neutral or dissatisfied,42,5,1827,44,1
4,4,4,4,3,4,1,4,4,4,4,2,4,4,0,0.0,satisfied,24,2,762,91,1
3,5,3,2,3,4,3,5,5,3,1,2,5,1,7,0.0,neutral or dissatisfied,57,1,1437,470,1
5,5,5,5,4,4,5,5,5,5,5,5,5,3,2,0.0,satisfied,12,2,2994,605,4
