flight_key,Flight Distance,Origin_Airport,Destination_Airport,Origin_Airport_Name,Origin_Latitude,Origin_Longitude,Dest_Airport_Name,Dest_Latitude,Dest_Longitude
998,183,LAS,IAH,Las Vegas McCarran Intl,36.084,-115.1537,George Bush Intercontinental,29.9902,-95.3368
999,1713,MIA,LAX,Miami Intl,25.7959,-80.287,Los Angeles Intl,33.9416,-118.4085
1000,112,LAS,IAH,Las Vegas McCarran Intl,36.084,-115.1537,George Bush Intercontinental,29.9902,-95.3368
1001,2277,ATL,IAH,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,George Bush Intercontinental,29.9902,-95.3368
1002,1533,ORD,IAH,Chicago O’Hare Intl,41.9742,-87.9073,George Bush Intercontinental,29.9902,-95.3368
1003,1136,IAH,PHX,George Bush Intercontinental,29.9902,-95.3368,Phoenix Sky Harbor Intl,33.4342,-112.0116
1004,2601,IAH,JFK,George Bush Intercontinental,29.9902,-95.3368,John F. Kennedy Intl,40.6413,-73.7781
1005,3825,DFW,LAX,Dallas/Fort Worth Intl,32.8998,-97.0403,Los Angeles Intl,33.9416,-118.4085
1006,3859,LAS,SEA,Las Vegas McCarran Intl,36.084,-115.1537,Seattle-Tacoma Intl,47.4502,-122.3088
1007,1931,ATL,PHX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Phoenix Sky Harbor Intl,33.4342,-112.0116
1008,3136,ATL,SFO,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,San Francisco Intl,37.6213,-122.379
1009,526,SEA,LAX,Seattle-Tacoma Intl,47.4502,-122.3088,Los Angeles Intl,33.9416,-118.4085
1010,912,LAX,BOS,Los Angeles Intl,33.9416,-118.4085,Boston Logan Intl,42.3656,-71.0096
1011,479,CLT,MIA,Charlotte Douglas Intl,35.214,-80.9431,Miami Intl,25.7959,-80.287
1012,3153,MSP,JFK,Minneapolis–Saint Paul Intl,44.883,-93.21,John F. Kennedy Intl,40.6413,-73.7781
1013,3458,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
1014,1126,SFO,LAX,San Francisco Intl,37.6213,-122.379,Los Angeles Intl,33.9416,-118.4085
1015,1504,BOS,LAX,Boston Logan Intl,42.3656,-71.0096,Los Angeles Intl,33.9416,-118.4085
1016,152,BOS,PHX,Boston Logan Intl,42.3656,-71.0096,Phoenix Sky Harbor Intl,33.4342,-112.0116
1017,3829,LAX,IAH,Los Angeles Intl,33.9416,-118.4085,George Bush Intercontinental,29.9902,-95.3368
1018,2194,JFK,SEA,John F. Kennedy Intl,40.6413,-73.7781,Seattle-Tacoma Intl,47.4502,-122.3088
1019,3264,JFK,MSP,John F. Kennedy Intl,40.6413,-73.7781,Minneapolis–Saint Paul Intl,44.883,-93.21
1020,319,ORD,MSP,Chicago O’Hare Intl,41.9742,-87.9073,Minneapolis–Saint Paul Intl,44.883,-93.21
1021,2294,PHX,CLT,Phoenix Sky Harbor Intl,33.4342,-112.0116,Charlotte Douglas Intl,35.214,-80.9431
1022,620,LAX,BOS,Los Angeles Intl,33.9416,-118.4085,Boston Logan Intl,42.3656,-71.0096
1023,1939,CLT,SFO,Charlotte Douglas Intl,35.214,-80.9431,San Francisco Intl,37.6213,-122.379
1024,554,ATL,ORD,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Chicago O’Hare Intl,41.9742,-87.9073
1025,3161,JFK,SEA,John F. Kennedy Intl,40.6413,-73.7781,Seattle-Tacoma Intl,47.4502,-122.3088
1026,1610,CLT,SFO,Charlotte Douglas Intl,35.214,-80.9431,San Francisco Intl,37.6213,-122.379
1027,100,DEN,LAS,Denver Intl,39.8561,-104.6737,Las Vegas McCarran Intl,36.084,-115.1537
1028,604,LAS,SEA,Las Vegas McCarran Intl,36.084,-115.1537,Seattle-Tacoma Intl,47.4502,-122.3088
1029,3652,LAS,LAX,Las Vegas McCarran Intl,36.084,-115.1537,Los Angeles Intl,33.9416,-118.4085
1030,3460,PHX,SFO,Phoenix Sky Harbor Intl,33.4342,-112.0116,San Francisco Intl,37.6213,-122.379
1031,2231,MIA,PHX,Miami Intl,25.7959,-80.287,Phoenix Sky Harbor Intl,33.4342,-112.0116
1032,670,ATL,JFK,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,John F. Kennedy Intl,40.6413,-73.7781
1033,259,MSP,IAH,Minneapolis–Saint Paul Intl,44.883,-93.21,George Bush Intercontinental,29.9902,-95.3368
1034,3851,MSP,SFO,Minneapolis–Saint Paul Intl,44.883,-93.21,San Francisco Intl,37.6213,-122.379
1035,3695,SFO,DEN,San Francisco Intl,37.6213,-122.379,Denver Intl,39.8561,-104.6737
1036,1172,MSP,SFO,Minneapolis–Saint Paul Intl,44.883,-93.21,San Francisco Intl,37.6213,-122.379
1037,873,DEN,ATL,Denver Intl,39.8561,-104.6737,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1038,542,DEN,ATL,Denver Intl,39.8561,-104.6737,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1039,222,LAS,MIA,Las Vegas McCarran Intl,36.084,-115.1537,Miami Intl,25.7959,-80.287
1040,1417,LAX,LAS,Los Angeles Intl,33.9416,-118.4085,Las Vegas McCarran Intl,36.084,-115.1537
1041,2298,PHX,DEN,Phoenix Sky Harbor Intl,33.4342,-112.0116,Denver Intl,39.8561,-104.6737
1042,3608,ORD,IAH,Chicago O’Hare Intl,41.9742,-87.9073,George Bush Intercontinental,29.9902,-95.3368
1043,3842,SFO,DEN,San Francisco Intl,37.6213,-122.379,Denver Intl,39.8561,-104.6737
1044,2751,JFK,ORD,John F. Kennedy Intl,40.6413,-73.7781,Chicago O’Hare Intl,41.9742,-87.9073
1045,2790,CLT,DEN,Charlotte Douglas Intl,35.214,-80.9431,Denver Intl,39.8561,-104.6737
1046,383,LAX,ORD,Los Angeles Intl,33.9416,-118.4085,Chicago O’Hare Intl,41.9742,-87.9073
1047,1688,JFK,MIA,John F. Kennedy Intl,40.6413,-73.7781,Miami Intl,25.7959,-80.287
1048,2182,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
1049,321,LAX,JFK,Los Angeles Intl,33.9416,-118.4085,John F. Kennedy Intl,40.6413,-73.7781
1050,934,LAX,MSP,Los Angeles Intl,33.9416,-118.4085,Minneapolis–Saint Paul Intl,44.883,-93.21
1051,1905,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1052,2145,MSP,SFO,Minneapolis–Saint Paul Intl,44.883,-93.21,San Francisco Intl,37.6213,-122.379
1053,1568,PHX,SFO,Phoenix Sky Harbor Intl,33.4342,-112.0116,San Francisco Intl,37.6213,-122.379
1054,1986,ORD,LAS,Chicago O’Hare Intl,41.9742,-87.9073,Las Vegas McCarran Intl,36.084,-115.1537
1055,1044,MSP,BOS,Minneapolis–Saint Paul Intl,44.883,-93.21,Boston Logan Intl,42.3656,-71.0096
1056,2799,LAX,BOS,Los Angeles Intl,33.9416,-118.4085,Boston Logan Intl,42.3656,-71.0096
1057,3533,DFW,DEN,Dallas/Fort Worth Intl,32.8998,-97.0403,Denver Intl,39.8561,-104.6737
1058,1626,MIA,SEA,Miami Intl,25.7959,-80.287,Seattle-Tacoma Intl,47.4502,-122.3088
1059,2773,JFK,SEA,John F. Kennedy Intl,40.6413,-73.7781,Seattle-Tacoma Intl,47.4502,-122.3088
1060,2370,ATL,DFW,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Dallas/Fort Worth Intl,32.8998,-97.0403
1061,355,SEA,DFW,Seattle-Tacoma Intl,47.4502,-122.3088,Dallas/Fort Worth Intl,32.8998,-97.0403
1062,150,MSP,LAX,Minneapolis–Saint Paul Intl,44.883,-93.21,Los Angeles Intl,33.9416,-118.4085
1063,3591,CLT,LAS,Charlotte Douglas Intl,35.214,-80.9431,Las Vegas McCarran Intl,36.084,-115.1537
1064,2553,LAS,LAX,Las Vegas McCarran Intl,36.084,-115.1537,Los Angeles Intl,33.9416,-118.4085
1065,1895,SFO,CLT,San Francisco Intl,37.6213,-122.379,Charlotte Douglas Intl,35.214,-80.9431
1066,2725,BOS,LAS,Boston Logan Intl,42.3656,-71.0096,Las Vegas McCarran Intl,36.084,-115.1537
1067,1011,ORD,DFW,Chicago O’Hare Intl,41.9742,-87.9073,Dallas/Fort Worth Intl,32.8998,-97.0403
1068,2191,ATL,DEN,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Denver Intl,39.8561,-104.6737
1069,1017,DEN,SEA,Denver Intl,39.8561,-104.6737,Seattle-Tacoma Intl,47.4502,-122.3088
1070,3128,IAH,MSP,George Bush Intercontinental,29.9902,-95.3368,Minneapolis–Saint Paul Intl,44.883,-93.21
1071,241,DFW,JFK,Dallas/Fort Worth Intl,32.8998,-97.0403,John F. Kennedy Intl,40.6413,-73.7781
1072,2591,BOS,LAS,Boston Logan Intl,42.3656,-71.0096,Las Vegas McCarran Intl,36.084,-115.1537
1073,3376,SEA,MSP,Seattle-Tacoma Intl,47.4502,-122.3088,Minneapolis–Saint Paul Intl,44.883,-93.21
1074,789,ATL,DFW,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Dallas/Fort Worth Intl,32.8998,-97.0403
1075,250,BOS,IAH,Boston Logan Intl,42.3656,-71.0096,George Bush Intercontinental,29.9902,-95.3368
1076,672,ATL,PHX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Phoenix Sky Harbor Intl,33.4342,-112.0116
1077,2409,CLT,SFO,Charlotte Douglas Intl,35.214,-80.9431,San Francisco Intl,37.6213,-122.379
1078,3425,DFW,SEA,Dallas/Fort Worth Intl,32.8998,-97.0403,Seattle-Tacoma Intl,47.4502,-122.3088
1079,571,SEA,LAX,Seattle-Tacoma Intl,47.4502,-122.3088,Los Angeles Intl,33.9416,-118.4085
1080,3469,DEN,CLT,Denver Intl,39.8561,-104.6737,Charlotte Douglas Intl,35.214,-80.9431
1081,1324,LAX,SFO,Los Angeles Intl,33.9416,-118.4085,San Francisco Intl,37.6213,-122.379
1082,121,JFK,MSP,John F. Kennedy Intl,40.6413,-73.7781,Minneapolis–Saint Paul Intl,44.883,-93.21
1083,2226,DEN,LAS,Denver Intl,39.8561,-104.6737,Las Vegas McCarran Intl,36.084,-115.1537
1084,2551,LAX,IAH,Los Angeles Intl,33.9416,-118.4085,George Bush Intercontinental,29.9902,-95.3368
1085,845,IAH,LAX,George Bush Intercontinental,29.9902,-95.3368,Los Angeles Intl,33.9416,-118.4085
1086,717,LAS,SEA,Las Vegas McCarran Intl,36.084,-115.1537,Seattle-Tacoma Intl,47.4502,-122.3088
1087,1844,PHX,LAX,Phoenix Sky Harbor Intl,33.4342,-112.0116,Los Angeles Intl,33.9416,-118.4085
1088,1907,PHX,MSP,Phoenix Sky Harbor Intl,33.4342,-112.0116,Minneapolis–Saint Paul Intl,44.883,-93.21
1089,3478,PHX,LAX,Phoenix Sky Harbor Intl,33.4342,-112.0116,Los Angeles Intl,33.9416,-118.4085
1090,848,ORD,MIA,Chicago O’Hare Intl,41.9742,-87.9073,Miami Intl,25.7959,-80.287
1091,1092,MSP,CLT,Minneapolis–Saint Paul Intl,44.883,-93.21,Charlotte Douglas Intl,35.214,-80.9431
1092,849,MIA,ATL,Miami Intl,25.7959,-80.287,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1093,633,SFO,MSP,San Francisco Intl,37.6213,-122.379,Minneapolis–Saint Paul Intl,44.883,-93.21
1094,930,SFO,MIA,San Francisco Intl,37.6213,-122.379,Miami Intl,25.7959,-80.287
1095,2565,MSP,ATL,Minneapolis–Saint Paul Intl,44.883,-93.21,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1096,2422,PHX,ATL,Phoenix Sky Harbor Intl,33.4342,-112.0116,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1097,784,JFK,BOS,John F. Kennedy Intl,40.6413,-73.7781,Boston Logan Intl,42.3656,-71.0096
1098,929,SEA,IAH,Seattle-Tacoma Intl,47.4502,-122.3088,George Bush Intercontinental,29.9902,-95.3368
1099,671,DFW,BOS,Dallas/Fort Worth Intl,32.8998,-97.0403,Boston Logan Intl,42.3656,-71.0096
1100,1535,SEA,LAX,Seattle-Tacoma Intl,47.4502,-122.3088,Los Angeles Intl,33.9416,-118.4085
1101,476,DFW,JFK,Dallas/Fort Worth Intl,32.8998,-97.0403,John F. Kennedy Intl,40.6413,-73.7781
1102,334,SEA,JFK,Seattle-Tacoma Intl,47.4502,-122.3088,John F. Kennedy Intl,40.6413,-73.7781
1103,2819,MIA,ATL,Miami Intl,25.7959,-80.287,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1104,2832,ORD,SFO,Chicago O’Hare Intl,41.9742,-87.9073,San Francisco Intl,37.6213,-122.379
1105,3777,ORD,SEA,Chicago O’Hare Intl,41.9742,-87.9073,Seattle-Tacoma Intl,47.4502,-122.3088
1106,2676,PHX,LAX,Phoenix Sky Harbor Intl,33.4342,-112.0116,Los Angeles Intl,33.9416,-118.4085
1107,1045,IAH,SEA,George Bush Intercontinental,29.9902,-95.3368,Seattle-Tacoma Intl,47.4502,-122.3088
1108,3365,LAX,MIA,Los Angeles Intl,33.9416,-118.4085,Miami Intl,25.7959,-80.287
1109,3036,IAH,JFK,George Bush Intercontinental,29.9902,-95.3368,John F. Kennedy Intl,40.6413,-73.7781
1110,2560,BOS,DEN,Boston Logan Intl,42.3656,-71.0096,Denver Intl,39.8561,-104.6737
1111,2590,ORD,CLT,Chicago O’Hare Intl,41.9742,-87.9073,Charlotte Douglas Intl,35.214,-80.9431
1112,278,ORD,MIA,Chicago O’Hare Intl,41.9742,-87.9073,Miami Intl,25.7959,-80.287
1113,1756,DEN,IAH,Denver Intl,39.8561,-104.6737,George Bush Intercontinental,29.9902,-95.3368
1114,1607,DEN,CLT,Denver Intl,39.8561,-104.6737,Charlotte Douglas Intl,35.214,-80.9431
1115,2599,LAX,PHX,Los Angeles Intl,33.9416,-118.4085,Phoenix Sky Harbor Intl,33.4342,-112.0116
1116,3776,CLT,MIA,Charlotte Douglas Intl,35.214,-80.9431,Miami Intl,25.7959,-80.287
1117,1099,BOS,ATL,Boston Logan Intl,42.3656,-71.0096,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1118,1275,IAH,PHX,George Bush Intercontinental,29.9902,-95.3368,Phoenix Sky Harbor Intl,33.4342,-112.0116
1119,1181,JFK,ORD,John F. Kennedy Intl,40.6413,-73.7781,Chicago O’Hare Intl,41.9742,-87.9073
1120,2308,DEN,MIA,Denver Intl,39.8561,-104.6737,Miami Intl,25.7959,-80.287
1121,3942,JFK,PHX,John F. Kennedy Intl,40.6413,-73.7781,Phoenix Sky Harbor Intl,33.4342,-112.0116
1122,1564,ATL,LAX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Los Angeles Intl,33.9416,-118.4085
1123,3124,DEN,CLT,Denver Intl,39.8561,-104.6737,Charlotte Douglas Intl,35.214,-80.9431
1124,3414,MIA,DFW,Miami Intl,25.7959,-80.287,Dallas/Fort Worth Intl,32.8998,-97.0403
1125,3866,CLT,DFW,Charlotte Douglas Intl,35.214,-80.9431,Dallas/Fort Worth Intl,32.8998,-97.0403
1126,1735,BOS,LAX,Boston Logan Intl,42.3656,-71.0096,Los Angeles Intl,33.9416,-118.4085
1127,669,LAS,MSP,Las Vegas McCarran Intl,36.084,-115.1537,Minneapolis–Saint Paul Intl,44.883,-93.21
1128,3018,LAX,ORD,Los Angeles Intl,33.9416,-118.4085,Chicago O’Hare Intl,41.9742,-87.9073
1129,2103,ATL,IAH,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,George Bush Intercontinental,29.9902,-95.3368
1130,2160,LAS,ORD,Las Vegas McCarran Intl,36.084,-115.1537,Chicago O’Hare Intl,41.9742,-87.9073
1131,1674,BOS,ATL,Boston Logan Intl,42.3656,-71.0096,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1132,3734,IAH,JFK,George Bush Intercontinental,29.9902,-95.3368,John F. Kennedy Intl,40.6413,-73.7781
1133,621,PHX,SEA,Phoenix Sky Harbor Intl,33.4342,-112.0116,Seattle-Tacoma Intl,47.4502,-122.3088
1134,1004,MIA,CLT,Miami Intl,25.7959,-80.287,Charlotte Douglas Intl,35.214,-80.9431
1135,2386,BOS,ORD,Boston Logan Intl,42.3656,-71.0096,Chicago O’Hare Intl,41.9742,-87.9073
1136,127,MIA,DEN,Miami Intl,25.7959,-80.287,Denver Intl,39.8561,-104.6737
1137,725,MSP,ATL,Minneapolis–Saint Paul Intl,44.883,-93.21,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1138,987,MIA,BOS,Miami Intl,25.7959,-80.287,Boston Logan Intl,42.3656,-71.0096
1139,2861,JFK,SFO,John F. Kennedy Intl,40.6413,-73.7781,San Francisco Intl,37.6213,-122.379
1140,829,MSP,BOS,Minneapolis–Saint Paul Intl,44.883,-93.21,Boston Logan Intl,42.3656,-71.0096
1141,2156,SEA,IAH,Seattle-Tacoma Intl,47.4502,-122.3088,George Bush Intercontinental,29.9902,-95.3368
1142,2497,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1143,1983,PHX,CLT,Phoenix Sky Harbor Intl,33.4342,-112.0116,Charlotte Douglas Intl,35.214,-80.9431
1144,2338,MSP,PHX,Minneapolis–Saint Paul Intl,44.883,-93.21,Phoenix Sky Harbor Intl,33.4342,-112.0116
1145,3870,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
1146,441,ATL,SEA,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Seattle-Tacoma Intl,47.4502,-122.3088
1147,840,BOS,SFO,Boston Logan Intl,42.3656,-71.0096,San Francisco Intl,37.6213,-122.379
1148,2562,DFW,BOS,Dallas/Fort Worth Intl,32.8998,-97.0403,Boston Logan Intl,42.3656,-71.0096
1149,3877,ATL,MSP,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Minneapolis–Saint Paul Intl,44.883,-93.21
1150,1855,SEA,SFO,Seattle-Tacoma Intl,47.4502,-122.3088,San Francisco Intl,37.6213,-122.379
1151,599,ATL,DEN,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Denver Intl,39.8561,-104.6737
1152,2366,ORD,DEN,Chicago O’Hare Intl,41.9742,-87.9073,Denver Intl,39.8561,-104.6737
1153,2598,IAH,PHX,George Bush Intercontinental,29.9902,-95.3368,Phoenix Sky Harbor Intl,33.4342,-112.0116
1154,295,DFW,IAH,Dallas/Fort Worth Intl,32.8998,-97.0403,George Bush Intercontinental,29.9902,-95.3368
1155,3283,MSP,DEN,Minneapolis–Saint Paul Intl,44.883,-93.21,Denver Intl,39.8561,-104.6737
1156,2865,MSP,ATL,Minneapolis–Saint Paul Intl,44.883,-93.21,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1157,2811,MSP,SEA,Minneapolis–Saint Paul Intl,44.883,-93.21,Seattle-Tacoma Intl,47.4502,-122.3088
1158,3351,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
1159,2653,JFK,PHX,John F. Kennedy Intl,40.6413,-73.7781,Phoenix Sky Harbor Intl,33.4342,-112.0116
1160,248,LAS,ATL,Las Vegas McCarran Intl,36.084,-115.1537,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1161,1250,BOS,DFW,Boston Logan Intl,42.3656,-71.0096,Dallas/Fort Worth Intl,32.8998,-97.0403
1162,1222,CLT,MSP,Charlotte Douglas Intl,35.214,-80.9431,Minneapolis–Saint Paul Intl,44.883,-93.21
1163,985,SFO,MIA,San Francisco Intl,37.6213,-122.379,Miami Intl,25.7959,-80.287
1164,2399,LAS,ORD,Las Vegas McCarran Intl,36.084,-115.1537,Chicago O’Hare Intl,41.9742,-87.9073
1165,2110,SEA,MIA,Seattle-Tacoma Intl,47.4502,-122.3088,Miami Intl,25.7959,-80.287
1166,357,LAX,DEN,Los Angeles Intl,33.9416,-118.4085,Denver Intl,39.8561,-104.6737
1167,166,IAH,DFW,George Bush Intercontinental,29.9902,-95.3368,Dallas/Fort Worth Intl,32.8998,-97.0403
1168,2383,BOS,ORD,Boston Logan Intl,42.3656,-71.0096,Chicago O’Hare Intl,41.9742,-87.9073
1169,1618,LAS,ORD,Las Vegas McCarran Intl,36.084,-115.1537,Chicago O’Hare Intl,41.9742,-87.9073
1170,1422,PHX,CLT,Phoenix Sky Harbor Intl,33.4342,-112.0116,Charlotte Douglas Intl,35.214,-80.9431
1171,436,SEA,DEN,Seattle-Tacoma Intl,47.4502,-122.3088,Denver Intl,39.8561,-104.6737
1172,596,ORD,BOS,Chicago O’Hare Intl,41.9742,-87.9073,Boston Logan Intl,42.3656,-71.0096
1173,2774,SFO,ATL,San Francisco Intl,37.6213,-122.379,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1174,1800,ORD,DEN,Chicago O’Hare Intl,41.9742,-87.9073,Denver Intl,39.8561,-104.6737
1175,3861,MSP,JFK,Minneapolis–Saint Paul Intl,44.883,-93.21,John F. Kennedy Intl,40.6413,-73.7781
1176,3145,SFO,IAH,San Francisco Intl,37.6213,-122.379,George Bush Intercontinental,29.9902,-95.3368
1177,293,LAS,CLT,Las Vegas McCarran Intl,36.084,-115.1537,Charlotte Douglas Intl,35.214,-80.9431
1178,2978,PHX,MIA,Phoenix Sky Harbor Intl,33.4342,-112.0116,Miami Intl,25.7959,-80.287
1179,363,MSP,ORD,Minneapolis–Saint Paul Intl,44.883,-93.21,Chicago O’Hare Intl,41.9742,-87.9073
1180,2365,CLT,MSP,Charlotte Douglas Intl,35.214,-80.9431,Minneapolis–Saint Paul Intl,44.883,-93.21
1181,3803,IAH,LAX,George Bush Intercontinental,29.9902,-95.3368,Los Angeles Intl,33.9416,-118.4085
1182,408,LAX,LAS,Los Angeles Intl,33.9416,-118.4085,Las Vegas McCarran Intl,36.084,-115.1537
1183,1048,BOS,ORD,Boston Logan Intl,42.3656,-71.0096,Chicago O’Hare Intl,41.9742,-87.9073
1184,4963,JFK,CLT,John F. Kennedy Intl,40.6413,-73.7781,Charlotte Douglas Intl,35.214,-80.9431
1185,795,ORD,MIA,Chicago O’Hare Intl,41.9742,-87.9073,Miami Intl,25.7959,-80.287
1186,1815,ORD,CLT,Chicago O’Hare Intl,41.9742,-87.9073,Charlotte Douglas Intl,35.214,-80.9431
1187,704,MSP,SFO,Minneapolis–Saint Paul Intl,44.883,-93.21,San Francisco Intl,37.6213,-122.379
1188,3709,MIA,DFW,Miami Intl,25.7959,-80.287,Dallas/Fort Worth Intl,32.8998,-97.0403
1189,1074,SFO,IAH,San Francisco Intl,37.6213,-122.379,George Bush Intercontinental,29.9902,-95.3368
1190,770,DEN,LAX,Denver Intl,39.8561,-104.6737,Los Angeles Intl,33.9416,-118.4085
1191,1571,CLT,DEN,Charlotte Douglas Intl,35.214,-80.9431,Denver Intl,39.8561,-104.6737
1192,626,BOS,IAH,Boston Logan Intl,42.3656,-71.0096,George Bush Intercontinental,29.9902,-95.3368
1193,86,SFO,DFW,San Francisco Intl,37.6213,-122.379,Dallas/Fort Worth Intl,32.8998,-97.0403
1194,852,MIA,MSP,Miami Intl,25.7959,-80.287,Minneapolis–Saint Paul Intl,44.883,-93.21
1195,239,ATL,LAX,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Los Angeles Intl,33.9416,-118.4085
1196,2646,SFO,MIA,San Francisco Intl,37.6213,-122.379,Miami Intl,25.7959,-80.287
1197,1865,JFK,MIA,John F. Kennedy Intl,40.6413,-73.7781,Miami Intl,25.7959,-80.287
1198,2805,BOS,JFK,Boston Logan Intl,42.3656,-71.0096,John F. Kennedy Intl,40.6413,-73.7781
1199,1185,LAS,PHX,Las Vegas McCarran Intl,36.084,-115.1537,Phoenix Sky Harbor Intl,33.4342,-112.0116
1200,2694,CLT,JFK,Charlotte Douglas Intl,35.214,-80.9431,John F. Kennedy Intl,40.6413,-73.7781
1201,2329,MIA,SEA,Miami Intl,25.7959,-80.287,Seattle-Tacoma Intl,47.4502,-122.3088
1202,3303,ATL,JFK,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,John F. Kennedy Intl,40.6413,-73.7781
1203,1563,IAH,ATL,George Bush Intercontinental,29.9902,-95.3368,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1204,2099,DFW,MIA,Dallas/Fort Worth Intl,32.8998,-97.0403,Miami Intl,25.7959,-80.287
1205,3104,MIA,IAH,Miami Intl,25.7959,-80.287,George Bush Intercontinental,29.9902,-95.3368
1206,872,DFW,SFO,Dallas/Fort Worth Intl,32.8998,-97.0403,San Francisco Intl,37.6213,-122.379
1207,2195,BOS,IAH,Boston Logan Intl,42.3656,-71.0096,George Bush Intercontinental,29.9902,-95.3368
1208,2447,ORD,IAH,Chicago O’Hare Intl,41.9742,-87.9073,George Bush Intercontinental,29.9902,-95.3368
1209,922,MIA,LAX,Miami Intl,25.7959,-80.287,Los Angeles Intl,33.9416,-118.4085
1210,3527,IAH,MIA,George Bush Intercontinental,29.9902,-95.3368,Miami Intl,25.7959,-80.287
1211,1820,LAX,SEA,Los Angeles Intl,33.9416,-118.4085,Seattle-Tacoma Intl,47.4502,-122.3088
1212,3026,MSP,SEA,Minneapolis–Saint Paul Intl,44.883,-93.21,Seattle-Tacoma Intl,47.4502,-122.3088
1213,3874,DFW,SFO,Dallas/Fort Worth Intl,32.8998,-97.0403,San Francisco Intl,37.6213,-122.379
1214,83,MSP,DFW,Minneapolis–Saint Paul Intl,44.883,-93.21,Dallas/Fort Worth Intl,32.8998,-97.0403
1215,1124,JFK,LAX,John F. Kennedy Intl,40.6413,-73.7781,Los Angeles Intl,33.9416,-118.4085
1216,2013,LAX,ORD,Los Angeles Intl,33.9416,-118.4085,Chicago O’Hare Intl,41.9742,-87.9073
1217,3215,MSP,CLT,Minneapolis–Saint Paul Intl,44.883,-93.21,Charlotte Douglas Intl,35.214,-80.9431
1218,1913,SEA,JFK,Seattle-Tacoma Intl,47.4502,-122.3088,John F. Kennedy Intl,40.6413,-73.7781
1219,2323,SEA,CLT,Seattle-Tacoma Intl,47.4502,-122.3088,Charlotte Douglas Intl,35.214,-80.9431
1220,2867,ATL,CLT,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277,Charlotte Douglas Intl,35.214,-80.9431
1221,2079,CLT,DEN,Charlotte Douglas Intl,35.214,-80.9431,Denver Intl,39.8561,-104.6737
1222,2648,ORD,CLT,Chicago O’Hare Intl,41.9742,-87.9073,Charlotte Douglas Intl,35.214,-80.9431
1223,3061,BOS,SEA,Boston Logan Intl,42.3656,-71.0096,Seattle-Tacoma Intl,47.4502,-122.3088
1224,3706,MIA,JFK,Miami Intl,25.7959,-80.287,John F. Kennedy Intl,40.6413,-73.7781
1225,3146,DEN,JFK,Denver Intl,39.8561,-104.6737,John F. Kennedy Intl,40.6413,-73.7781
1226,623,JFK,ATL,John F. Kennedy Intl,40.6413,-73.7781,Hartsfield-Jackson Atlanta Intl,33.6407,-84.4277
1227,359,DFW,SFO,Dallas/Fort Worth Intl,32.8998,-97.0403,San Francisco Intl,37.6213,-122.379
1228,715,BOS,DEN,Boston Logan Intl,42.3656,-71.0096,Denver Intl,39.8561,-104.6737
1229,1817,LAX,CLT,Los Angeles Intl,33.9416,-118.4085,Charlotte Douglas Intl,35.214,-80.9431
